name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bergstrom International Airport, Austin, Texas",2021-09-21,91.1,73.1,82.9,97.9,73.1,85.8,69.7,68,0,0,0,,0,0,32.2,18.3,2.8,1015.6,59.6,9.5,153.5,13.4,7,,2021-09-21T07:18:35,2021-09-21T19:28:11,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-09-22,83.9,57.8,73.9,81.3,57.8,73.2,43.1,35.3,0,0,0,,0,0,30,20.8,16.4,1022.5,34,9.9,231.6,19.9,8,,2021-09-22T07:19:08,2021-09-22T19:26:55,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,72064800230,KEDC,C2969,72254013904,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2021-09-23,84.8,48.8,66,81.9,48.8,65.3,43.5,52.3,0,0,0,,0,0,15.2,6.9,85.3,1018.5,16.8,9.9,231.5,19.8,8,,2021-09-23T07:19:42,2021-09-23T19:25:40,0.59,Clear,Clear conditions throughout the day.,clear-day,"KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-09-24,85.9,51.2,68,83.2,51.2,67.4,49.3,56.9,0,0,0,,0,0,18.8,10.2,117.6,1017.4,15.8,9.9,224.8,19.4,8,,2021-09-24T07:20:15,2021-09-24T19:24:25,0.62,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-09-25,88.1,54,70,85.3,54,69.4,53.4,61.8,0,0,0,,0,0,16.6,6.9,121,1018.3,35.6,9.9,223.1,19.1,8,,2021-09-25T07:20:49,2021-09-25T19:23:09,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,TWB37,72254013904,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2021-09-26,88.1,54,71.6,85.5,54,70.9,53.5,59,0,0,0,,0,0,18.3,9.2,145.6,1017.1,37.2,9.9,227.3,19.8,8,,2021-09-26T07:21:23,2021-09-26T19:21:55,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-09-27,89.1,57.8,73.5,88.4,57.8,73.4,59.7,66.3,0,0,0,,0,0,18.1,9.2,169,1014.5,55.3,9.9,209,18.1,7,,2021-09-27T07:21:57,2021-09-27T19:20:40,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,D9418,E5093"
"Bergstrom International Airport, Austin, Texas",2021-09-28,94.9,67.9,78.3,98.2,67.9,79.5,67.1,72.3,0.041,100,8.33,rain,0,0,33.3,18.3,117.9,1010.4,65.3,9.4,174.3,15.1,7,,2021-09-28T07:22:31,2021-09-28T19:19:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,D9418,E5093"
"Bergstrom International Airport, Austin, Texas",2021-09-29,85.9,66.8,74.6,89.3,66.8,75.5,67.3,80.1,0.564,100,29.17,rain,0,0,35.8,20.8,139.9,1010.3,53.8,9.7,191.1,16.4,7,,2021-09-29T07:23:05,2021-09-29T19:18:11,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2021-09-30,91.1,72,78.4,96.2,72,80.1,71.6,82.3,0,0,0,,0,0,29,19.7,134.6,1012.1,72,8.8,169,14.8,7,,2021-09-30T07:23:40,2021-09-30T19:16:57,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-01,84.8,65.9,73.7,87.5,65.9,74.3,68.7,85.8,0.541,100,20.83,rain,0,0,23,15,43.6,1015,85,9.4,156.4,13.7,8,,2021-10-01T07:24:14,2021-10-01T19:15:44,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-02,85.9,66.8,76.3,90.1,66.8,77.3,69.4,80.8,0,0,0,,0,0,12.1,8.1,80.7,1015.9,76.4,9.5,132.7,11.5,6,,2021-10-02T07:24:50,2021-10-02T19:14:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-03,90,67.9,78.1,91.6,67.9,78.8,66.5,71,0,0,0,,0,0,19,11.4,18.2,1015.4,77.6,9.9,182.2,15.8,7,,2021-10-03T07:25:25,2021-10-03T19:13:18,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-04,89.1,63,75.3,86.5,63,74.6,58.2,62.7,0,0,0,,0,0,24.2,15,4.4,1015.8,41.8,9.9,218,19,8,,2021-10-04T07:26:00,2021-10-04T19:12:05,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958,72054200166,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-05,88.1,56,71.3,85,56,70.4,51.8,58.2,0,0,0,,0,0,26.4,13.9,359.8,1016.1,11.6,9.9,214.6,18.5,7,,2021-10-05T07:26:36,2021-10-05T19:10:53,0.98,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-06,87.2,55.1,70.7,84.9,55.1,70.1,53.3,59.3,0,0,0,,0,0,13.6,8.1,83.8,1016.4,29.3,9.9,197.5,17,7,,2021-10-06T07:27:12,2021-10-06T19:09:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-07,89.1,56.9,72.5,89.2,56.9,72.5,59.6,67.9,0,0,0,,0,0,20.8,13.9,181.6,1017,10.5,9.9,208,18.2,7,,2021-10-07T07:27:49,2021-10-07T19:08:30,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-08,89.1,60.2,74.1,89.2,60.2,74.1,61.1,68.2,0,0,0,,0,0,21.9,12.8,186.7,1016.8,27.2,9.8,208.8,18.1,7,,2021-10-08T07:28:26,2021-10-08T19:07:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-09,87.2,56.9,72,87.7,56.9,72.3,62.6,76.2,0,0,0,,0,0,24.2,13.9,183.8,1013.8,32.5,9.8,213.4,18.4,7,,2021-10-09T07:29:03,2021-10-09T19:06:10,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-10,92,65,78.7,99,65,81.9,70.7,78.7,0,0,0,,0,0,35.9,24.2,175.5,1007.1,80.9,9.9,130.3,11.3,6,,2021-10-10T07:29:40,2021-10-10T19:05:00,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-11,81,61.1,71.1,84.8,61.1,71.3,57.6,66,0.74,100,12.5,rain,0,0,35.7,11.4,35.5,1010.5,46,9.6,185.9,16,7,,2021-10-11T07:30:18,2021-10-11T19:03:52,0.19,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-12,88.1,69.2,77,96.9,69.2,79.2,70.9,82.2,0.068,100,20.83,rain,0,0,33.2,21.9,156.7,1009.6,95.5,7.8,78.6,6.7,4,,2021-10-12T07:30:56,2021-10-12T19:02:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-13,87.2,67.9,80.7,94.8,67.9,83.6,72.6,77.3,0.245,100,4.17,rain,0,0,33.3,17.2,169.7,1008.2,94,9.6,95.9,8.3,4,,2021-10-13T07:31:35,2021-10-13T19:01:36,0.26,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-14,79.1,66.8,72.2,79.1,66.8,72.2,69.7,92.5,3.176,100,25,rain,0,0,21.3,10.3,90.8,1009.5,79.8,8.8,56.5,5,2,,2021-10-14T07:32:14,2021-10-14T19:00:29,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-15,88.1,64.1,73.3,93.3,64.1,74.4,64.2,76.4,0,0,0,,0,0,31.1,20.8,352.4,1014.2,64.8,9.1,163,14.1,7,,2021-10-15T07:32:53,2021-10-15T18:59:23,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2021-10-16,74,49.9,63.5,74,49.9,63.5,42.1,48.4,0,0,0,,0,0,26.4,18.3,11.9,1025.3,41.8,9.9,208.3,18.1,8,,2021-10-16T07:33:33,2021-10-16T18:58:18,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-17,73.1,46.1,58.7,73.1,46,58.4,43.1,62.6,0,0,0,,0,0,12.1,9.2,55.9,1025,65.4,9.9,201.8,17.5,7,,2021-10-17T07:34:13,2021-10-17T18:57:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-18,76.9,45,60.5,76.9,45,60.5,47.9,68.3,0,0,0,,0,0,24.2,10.3,158.3,1019.5,44,9.9,195.1,16.9,7,,2021-10-18T07:34:53,2021-10-18T18:56:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-19,83,51.2,67.3,82.9,51.2,67.3,57.2,73.3,0,0,0,,0,0,24.6,15,164.1,1016.3,70.6,9.8,191.2,16.5,7,,2021-10-19T07:35:34,2021-10-19T18:55:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-20,78.2,61.1,67.9,78.2,61.1,67.9,64.7,90,0,0,0,,0,0,17,9.2,173.3,1017.8,67.3,9.9,106,9.2,5,,2021-10-20T07:36:15,2021-10-20T18:54:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-21,83.9,60.2,70.8,85.7,60.2,71.4,63.6,81.1,0,0,0,,0,0,11.9,6.9,34.6,1019.1,47.1,9.9,122,10.5,5,,2021-10-21T07:36:57,2021-10-21T18:53:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-22,85.9,62.1,72.3,86.8,62.1,72.7,63.7,77.1,0,0,0,,0,0,13.4,8.1,130.1,1016.3,39.3,9.9,169.4,14.6,7,,2021-10-22T07:37:39,2021-10-22T18:52:04,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-23,87.2,69.2,76.3,90,69.2,77.2,67.9,77,0,0,0,,0,0,26.2,19.7,176.8,1011.5,61.5,8.8,151.7,13.2,7,,2021-10-23T07:38:21,2021-10-23T18:51:05,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-24,85.9,66.8,74.6,88.6,66.8,75.3,68.4,83,0.012,100,4.17,rain,0,0,19.9,11.4,174.4,1009.9,66.8,7.5,126.5,10.9,6,,2021-10-24T07:39:04,2021-10-24T18:50:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72253912979,KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-25,88.1,69.2,75.9,96,69.2,77.8,71.1,86.3,0,0,0,,0,0,16.6,11.4,175.5,1012.7,48.5,9.4,134,11.5,7,,2021-10-25T07:39:48,2021-10-25T18:49:10,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-26,84.8,70.1,77.5,90.1,70.1,79.2,71.1,81.7,0,0,0,,0,0,28.9,18.3,167.5,1009.2,82.6,9.3,98.4,8.7,5,,2021-10-26T07:40:32,2021-10-26T18:48:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-27,78.2,60.2,71.5,78.2,60.2,71.5,54.1,59.9,0.818,100,12.5,rain,0,0,37.6,21.9,256.4,1004.4,51.7,9.6,176.8,15.5,7,,2021-10-27T07:41:16,2021-10-27T18:47:19,0.73,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,C2969,TWB37,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2021-10-28,78.2,54,66.1,78.2,54,66.1,35.6,35.2,0,0,0,,0,0,46.2,25.3,306,1012.4,4.2,9.8,187.8,16.3,7,,2021-10-28T07:42:00,2021-10-28T18:46:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-29,74,47.9,61.8,74,46,61.8,32,36.3,0,0,0,,0,0,31.3,20.8,311.7,1015.9,2.1,9.9,189.1,16.3,7,,2021-10-29T07:42:45,2021-10-29T18:45:32,0.8,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2021-10-30,79.1,39.8,59.1,79.1,39.8,58.4,39.1,53.6,0,0,0,,0,0,13.4,10.3,222.1,1014.2,2.1,9.9,183.8,15.7,7,,2021-10-30T07:43:31,2021-10-30T18:44:41,0.83,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-10-31,81,43.1,61.3,80.9,43.1,61.3,50.3,71.4,0,0,0,,0,0,17.7,11.4,157.5,1016.1,0,9.9,177.8,15.2,7,,2021-10-31T07:44:17,2021-10-31T18:43:50,0.86,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-01,80.1,47,62.3,80.5,47,62.4,53.9,77.6,0,0,0,,0,0,17.9,12.7,160.5,1020.7,17.9,9.8,173.9,15,7,,2021-11-01T07:45:03,2021-11-01T18:43:01,0.9,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-02,78.2,53.1,65.1,78.2,53.1,65.1,59.3,83.3,0,0,0,,0,0,17.9,8.1,67.2,1021.4,47.5,9,114.3,10,5,,2021-11-02T07:45:50,2021-11-02T18:42:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-03,67.9,49.9,56.8,67.9,44.5,56.4,54.4,91.5,2.034,100,50,rain,0,0,29.8,18.3,12.8,1021.4,99,7.6,8.8,0.5,0,,2021-11-03T07:46:37,2021-11-03T18:41:27,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,TWB37,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2021-11-04,60.2,45,51.6,60.2,42.4,48.9,45.3,80.1,0,0,0,,0,0,24.2,19.7,9.8,1024.6,75.1,9.7,90.6,7.9,4,,2021-11-04T07:47:24,2021-11-04T18:40:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-05,63,38.9,49.9,63,38.9,49.8,40.7,74.1,0,0,0,,0,0,12.3,6.9,37.2,1023.9,7.4,9.9,165.8,14.2,6,,2021-11-05T07:48:12,2021-11-05T18:39:58,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-06,69.2,38,51.1,69.2,36.7,51.1,43.1,77.9,0,0,0,,0,0,9.4,4.7,88.4,1024,1.1,9.8,170.7,14.7,6,,2021-11-06T07:49:00,2021-11-06T18:39:16,0.06,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-07,73.1,37.1,54.6,73.1,37.1,54.6,46.4,77.6,0,0,0,,0,0,17.2,10.3,170.5,1022.9,3,9.6,164,14.7,6,,2021-11-07T06:49:48,2021-11-07T17:38:35,0.1,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2021-11-08,76.9,44.1,60.1,76.9,44.1,60.1,53.5,82,0,0,0,,0,0,20.4,12.7,173.4,1022.6,40.7,7.5,156.7,13.5,7,,2021-11-08T06:50:37,2021-11-08T17:37:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,72254013904,EAUT2,72254413958"
